#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
ismaili_DESC                                   ;        ;The Isma'ilis believe that, when the 6th Imam, Ja'far al-Sadiq died, his true successor was not Musa al-Kazim as the others believe, but in fact was the already dead Isma'il and his son Muhammad. The line of Isma'il has been in hiding for years, but now has emerged to reclaim the Caliphate.;The Isma'ilis believe that, when the 6th Imam, Ja'far al-Sadiq died, his true successor was not Musa al-Kazim as the others believe, but in fact was the already dead Isma'il and his son Muhammad. The line of Isma'il has been in hiding for years, but now has emerged to reclaim the Caliphate.;;The Isma‘ili believe that, when the 6th Imam, Ja‘far al-Sadiq died, his true successor was not Musa al-Kazim as the others believe, but in fact was the already dead Isma‘il and his son Muhammad. The line of Isma‘il has been in hiding for years, but now has emerged to reclaim the Caliphate.;
mahdiyya                                       ;        ;Mahdite;Mahdite;;Mahdist;
mahdiyya_DESC                                  ;        ;The Mahdites believe that the messiah, or Mahdi, has already risen, and given his commandments that clarify the Qur'an such that no other interpretation is valid. They are led by their own Caliphate of successors to the Mahdi.;The Mahdites believe that the messiah, or Mahdi, has already risen, and given his commandments that clarify the Qur'an such that no other interpretation is valid. They are led by their own Caliphate of successors to the Mahdi.;;The Mahdists believe that the messiah, or Mahdi, has already risen, and given his commandments that clarify the Quran such that no other interpretation is valid. They are led by their own Caliphate of successors to the Mahdi.;
mandaean                                       ;        ;Mandaean;Mandaean;;Mandaean;
mandaean_DESC                                  ;        ;Mandaeism is a gnostic religion with a strongly dualistic worldview. Its adherents revere Adam, Abel, Seth, Enosh, Noah, Shem, Aram and especially John the Baptist, but reject Abraham, Moses and Jesus of Nazareth. It is represented in-game as an early form of Manichaeism, and a potential heresy should it resurface.;Mandaeism is a gnostic religion with a strongly dualistic worldview. Its adherents revere Adam, Abel, Seth, Enosh, Noah, Shem, Aram and especially John the Baptist, but reject Abraham, Moses and Jesus of Nazareth. It is represented in-game as an early form of Manichaeism, and a potential heresy should it resurface.;;Mandaeism is a gnostic religion with a strongly dualistic worldview. Its adherents revere Adam, Abel, Seth, Enos, Noah, Shem, Aram and especially John the Baptist, but reject Abraham, Moses and Jesus of Nazareth. It is represented in-game as an early form of Manichaeism, and a potential heresy should it resurface.;
manichean_DESC                                 ;Manichaeism is a Gnostic religion founded by the prophet Mani, who was put to death by the Sassanid Shahanshah Bahram I in 277. His “Religion of Light” incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. At one point, Manichaeism spread far and wide, and was the biggest competitor with Christianity for replacing classical paganism until it began to fade in the 6th century. Features:\n§Y*§! The Manichaean Archegos exists in the Old Gods and Charlemagne bookmarks, and may be restored later\n§Y*§! Manichaeans have their own holy festival, the Bema Feast\n§Y*§! Manichaeans may elect to dedicate themselves to a Shekhinah upon adulthood;Manichaeism is a Gnostic religion founded by the prophet Mani, who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. At one point, Manichaeism spread far and wide, and was the biggest competitor with Christianity for replacing classical Paganism until it began to fade in the 6th century. Features:\n§Y*§! The Manichaean Archegos exists in the Old Gods and Charlemagne bookmarks, and may be restored later\n§Y*§! Manichaeans have their own holy festival, the Bema Feast\n§Y*§! Manichaeans may elect to dedicate themselves to a Shekhinah upon adulthood;Manichaeism is a Gnostic religion founded by the prophet Mani, who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. At one point, Manichaeism spread far and wide, and was the biggest competitor with Christianity for replacing classical Paganism until it began to fade in the 6th century.;;Manichaeism is a Gnostic religion founded by the prophet Mani, who was put to death by the Sassanid Shahanshah Bahram I in 277. His “Religion of Light” incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. At one point, Manichaeism spread far and wide, and was the biggest competitor with Christianity for replacing classical paganism until it began to fade in the 6th century.;Manichaeism is a Gnostic religion founded by the alleged prophet Mani who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. In the game, Manichaeism is regarded as a Zoroastrian heresy. It has no formal head and no special game mechanics.
maronite                                       ;        ;Maronite;Maronite;;Maronite;
maronite_DESC                                  ;Beginning as a movement founded by the monk Maron in the fourth century, the Maronites are a Christian Church in full communion with the Holy See yet under the leadership of the Maronite Patriarch.\n§Y*§! Learned Maronites may subscribe to either the Antiochian or Alexandrite schools of theology;Beginning as a movement founded by the monk Maron in the fourth century, the Maronites are a Christian Church in full communion with the Holy See yet under the leadership of the Maronite Primate.\n§Y*§! Learned Maronites may subscribe to either the Antiochian or Alexandrite schools of theology;Beginning as a movement founded by the monk Maron in the fourth century, the Maronites are a Christian Church in full communion with the Holy See yet under the leadership of the Maronite Primate.;;Beginning as a movement founded by the monk Maron in the fourth century, the Maronites are a Christian Church in full communion with the Holy See yet under the leadership of the Maronite Patriarch.;
messalian_DESC                                 ;The Messalians, or Euchites (“those who pray”), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy. Features:\n§Y*§! Messalians must pray to expel their personal demons\n§Y*§! Once the demons are driven out, they can achieve the status of Perfection\n§Y*§! Learned Messalians may subscribe to the Antiochian school of theology\n§Y*§! Messalians may choose a patron saint to worship\n§Y*§! Messalians can create their own Holy Order, the Army of Lucifer\n§Y*§! The Patriarch of Antioch will automatically become the new religion head;The Messalians, or Euchites ('Those who Pray'), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy. Features:\n§Y*§! Messalians must pray to expel their personal demons\n§Y*§! Once the demons are driven out, they can achieve the status of Perfection\n§Y*§! Learned Messalians may subscribe to the Antiochian school of theology\n§Y*§! Messalians may choose a patron saint to worship\n§Y*§! Messalians can create their own Holy Order, the Army of Lucifer\n§Y*§! The Patriarch of Antioch will automatically become the new religion head;The Messalians, or Euchites ('Those who Pray'), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy.;;The Messalians, or Euchites (“those who pray”), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy.;The Messalians, or Euchites ("Those who Pray"), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy.
miaphysite                                     ;        ;Coptic;Coptic;;Coptic;Miaphysite
miaphysite_DESC                                ;        ;Copts are miaphysite, stressing that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Coptic Church is the Pope of Alexandria.\n§Y*§! Copts may opt to become Desert Fathers and Desert Mothers instead of monks and nuns\n§Y*§! Learned Copts may subscribe to the Alexandrite school of theology;Copts are miaphysite, stressing that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Coptic Church is the Pope of Alexandria.;;Copts are miaphysite, stressing that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Coptic Church is the Pope of Alexandria.;Miaphysite Christianity encompasses the Coptic Church and the Armenian Apostolic Church. Miaphysites stress that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Miaphysite Church is the Pope of Alexandria.
