#CODE                                                       ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                                    ;Germania;Germania;;;;
imperial_king_title_ruler_consort_portuguese                ;King    ;Rei;;;;
imperial_king_title_ruler_consort_female_portuguese         ;Queen   ;Rainha;;;;
imperial_emperor_portuguese                                 ;Emperor ;Imperador;;;;
imperial_emperor_female_portuguese                          ;Empress ;Imperatriz;;;;
imperial_emperor_title_ruler_consort_portuguese             ;Emperor ;Imperador;;;;
imperial_emperor_title_ruler_consort_female_portuguese      ;Empress ;Imperatriz;;;;
imperial_title_prince_portuguese                            ;        ;Infante;;;;
imperial_title_prince_female_portuguese                     ;        ;Infanta;;;;
imperial_baron_galician                                     ;Baron   ;Barão;;;;
imperial_baron_female_galician                              ;Baroness;Baronesa;;;;
imperial_baron_title_ruler_consort_galician                 ;Baron   ;Barão;;;;
imperial_baron_title_ruler_consort_female_galician          ;Baroness;Baronesa;;;;
imperial_count_galician                                     ;Count   ;Conde;;;;
imperial_count_female_galician                              ;Countess;Condessa;;;;
imperial_count_title_ruler_consort_galician                 ;Count   ;Conde;;;;
imperial_count_title_ruler_consort_female_galician          ;Countess;Condessa;;;;
imperial_duke_galician                                      ;Duke    ;Duque;;;;
imperial_duke_female_galician                               ;Duchess ;Duquesa;;;;
imperial_duke_title_ruler_consort_galician                  ;Duke    ;Duque;;;;
imperial_duke_title_ruler_consort_female_galician           ;Duchess ;Duquesa;;;;
imperial_king_galician                                      ;King    ;Rei;;;;
imperial_king_female_galician                               ;Queen   ;Rainha;;;;
imperial_king_title_ruler_consort_galician                  ;King    ;Rei;;;;
imperial_king_title_ruler_consort_female_galician           ;Queen   ;Rainha;;;;
imperial_emperor_galician                                   ;Emperor ;Imperador;;;;
imperial_emperor_female_galician                            ;Empress ;Imperatriz;;;;
imperial_emperor_title_ruler_consort_galician               ;Emperor ;Imperador;;;;
imperial_emperor_title_ruler_consort_female_galician        ;Empress ;Imperatriz;;;;
imperial_title_prince_galician                              ;        ;Infante;;;;
imperial_title_prince_female_galician                       ;        ;Infanta;;;;
imperial_baron_norman                                       ;Châtelain;Chatelain;;;;
imperial_baron_female_norman                                ;Châtelaine;Chatelaine;;;;
imperial_baron_title_ruler_consort_norman                   ;Châtelain;Chatelain;;;;
imperial_baron_title_ruler_consort_female_norman            ;Châtelaine;Chatelaine;;;;
imperial_barony_of_norman                                   ;Castellany of;Chatellenie of;;;;
imperial_baron_polish                                       ;Castellan;Kasztelan;;;;
imperial_baron_female_polish                                ;Castellan;Kasztelana;;;;
imperial_baron_title_ruler_consort_polish                   ;Castellan;Kasztelan;;;;
imperial_baron_title_ruler_consort_female_polish            ;Castellan;Kasztelana;;;;
imperial_count_polish                                       ;        ;Starosta;;;;
imperial_count_female_polish                                ;        ;Staroscina;;;;
imperial_count_title_ruler_consort_polish                   ;        ;Starosta;;;;
imperial_count_title_ruler_consort_female_polish            ;        ;Staroscina;;;;
imperial_duke_polish                                        ;Duke    ;Ksiaze;;;;
imperial_duke_female_polish                                 ;Duchess ;Ksiezna;;;;
imperial_duke_title_ruler_consort_polish                    ;Duke    ;Ksiaze;;;;
imperial_duke_title_ruler_consort_female_polish             ;Duchess ;Ksiezna;;;;
imperial_king_polish                                        ;King    ;Król;;;;
imperial_king_female_polish                                 ;Queen   ;Królowa;;;;
imperial_king_title_ruler_consort_polish                    ;King    ;Król;;;;
imperial_king_title_ruler_consort_female_polish             ;Queen   ;Królowa;;;;
imperial_emperor_polish                                     ;Emperor ;Cesarz;;;;
imperial_emperor_female_polish                              ;Empress ;Cesarzowa;;;;
imperial_emperor_title_ruler_consort_female_polish          ;Empress ;Cesarzowa;;;;
imperial_barony_of_polish                                   ;Castellany of;Kasztelania of;;;;
imperial_county_of_polish                                   ;        ;Starostwo of;;;;
imperial_duchy_of_polish                                    ;Duchy of;Ksiestwo of;;;;
imperial_count_pommeranian                                  ;Duke    ;Knjes;;;;
imperial_duke_pommeranian                                   ;        ;Prince;;;;
imperial_count_croatian                                     ;        ;Župan;;;;
imperial_duke_croatian                                      ;        ;Ban;;;;
imperial_county_of_croatian                                 ;County of;Županije;;;;
imperial_duchy_of_croatian                                  ;        ;Banate of;;;;
imperial_count_serbian                                      ;        ;Župan;;;;
imperial_duke_serbian                                       ;Grand Prince;Veliki Župan;;;;
imperial_king_serbian                                       ;        ;Kralj;;;;
imperial_emperor_serbian                                    ;        ;Tsar;;;;
imperial_king_bulgarian                                     ;        ;Tsar;;;;
imperial_count_norse_pagan                                  ;Thegn   ;Thane;;;;
imperial_count_female_norse_pagan                           ;Thegn   ;Thane;;;;
imperial_baron_norse_pagan                                  ;        ;Hersir;;;;
imperial_baron_female_norse_pagan                           ;        ;Hersir;;;;
imperial_job_spiritual_jewish_group                         ;        ;Chief Rabbi;;;;
imperial_baron_hungarian                                    ;        ;Várispán;;;;
imperial_baron_female_hungarian                             ;        ;Várispán;;;;
imperial_baron_title_ruler_consort_hungarian                ;        ;Várispán;;;;
imperial_baron_title_ruler_consort_female_hungarian         ;        ;Várispánné;;;;
imperial_count_hungarian                                    ;Lord-Lieutenant;Föispán;;;;
imperial_count_female_hungarian                             ;Lord-Lieutenant;Föispán;;;;
imperial_count_title_ruler_consort_hungarian                ;Lord-Lieutenant;Föispán;;;;
imperial_count_title_ruler_consort_female_hungarian         ;        ;Föispánné;;;;
imperial_duke_hungarian                                     ;Duke    ;Herceg;;;;
imperial_duke_female_hungarian                              ;Princess;Hercegnö;;;;
imperial_duke_title_ruler_consort_hungarian                 ;Duke    ;Herceg;;;;
imperial_duke_title_ruler_consort_female_hungarian          ;Princess;Hercegné;;;;
imperial_king_hungarian                                     ;King    ;Király;;;;
imperial_king_female_hungarian                              ;Queen   ;Királynö;;;;
imperial_king_title_ruler_consort_hungarian                 ;King    ;Király;;;;
imperial_king_title_ruler_consort_female_hungarian          ;Queen   ;Királyné;;;;
imperial_title_prince_hungarian                             ;Prince  ;Királyi Herceg;;;;
imperial_title_prince_female_hungarian                      ;Princess;Királyi Hercegnö;;;;
imperial_barony_of_hungarian                                ;Estate of;Uradalom of;;;;
imperial_county_of_hungarian                                ;County of;Vármegye of;;;;
imperial_duchy_of_hungarian                                 ;Duchy of;Dukátus of;;;;
imperial_kingdom_of_hungarian                               ;Kingdom of;Királyság of;;;;
imperial_baron_italian                                      ;Baron   ;Barone;;;;
imperial_baron_female_italian                               ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_italian                  ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_italian           ;Baroness;Baronessa;;;;
imperial_count_italian                                      ;Count   ;Conte;;;;
imperial_count_female_italian                               ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_italian                  ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_italian           ;Countess;Contessa;;;;
imperial_duke_italian                                       ;Duke    ;Duca;;;;
imperial_duke_female_italian                                ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_italian                   ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_italian            ;Duchess ;Duchessa;;;;
imperial_king_italian                                       ;King    ;Re;;;;
imperial_king_female_italian                                ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_italian                   ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_italian            ;Queen   ;Regina;;;;
imperial_emperor_italian                                    ;Emperor ;Imperatore;;;;
imperial_emperor_female_italian                             ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_italian         ;Empress ;Imperatrice;;;;
imperial_title_prince_italian                               ;Prince  ;Principe;;;;
imperial_title_prince_female_italian                        ;Princess;Principessa;;;;
imperial_county_of_italian                                  ;County of;Contea di;;;;
imperial_duchy_of_italian                                   ;Duchy of;Ducato di;;;;
imperial_kingdom_of_italian                                 ;Kingdom of;Regno di;;;;
imperial_baron_tuscan                                       ;Baron   ;Barone;;;;
