#CODE                                          ;SED     ;SWMH;OTHER;VANILLA
tp_shrine_apollo_desc                          ;This temple has been dedicated to Apollo, god of the sun, associated with arts, medicine and vengeance.;;;This temple has been dedicated to Apollo, god of the sun, associated with arts, medicine and vengeance.
tp_shrine_arthemis                             ;Shrine to [GetArtemisDianaName];;;Shrine to [GetArtemisDianaName]
tp_shrine_arthemis_desc                        ;This temple has been dedicated to [GetArtemisDianaName], goddess of the moon, associated with purity and nature.;;;This temple has been dedicated to [GetArtemisDianaName], goddess of the moon, associated with purity and nature.
tp_shrine_ares                                 ;Shrine to [GetAresMarsName];;;Shrine to [GetAresMarsName]
tp_shrine_ares_desc                            ;This temple has been dedicated to [GetAresMarsName], god of war and wrath.;;;This temple has been dedicated to [GetAresMarsName], god of war and wrath.
tp_shrine_aphrodite                            ;Shrine to [GetAphroditeVenusName];;;Shrine to [GetAphroditeVenusName]
tp_shrine_aphrodite_desc                       ;This temple has been dedicated to [GetAphroditeVenusName], goddess of love and lust.;;;This temple has been dedicated to [GetAphroditeVenusName], goddess of love and lust.
tp_shrine_ephaestus                            ;Shrine to [GetHephaestusVulcanName];;;Shrine to [GetHephaestusVulcanName]
tp_shrine_ephaestus_desc                       ;This temple has been dedicated to [GetHephaestusVulcanName], god of fire, volcanoes and metalworking.;;;This temple has been dedicated to [GetHephaestusVulcanName], god of fire, volcanoes and metalworking.
tp_shrine_hestia                               ;Shrine to [GetHestiaVestaName];;;Shrine to [GetHestiaVestaName]
tp_shrine_hestia_desc                          ;This temple has been dedicated to [GetHestiaVestaName], goddess of hearth, home and family.;;;This temple has been dedicated to [GetHestiaVestaName], goddess of hearth, home and family.
job_spiritual_hellenic_pagan                   ;Augur   ;;;Augur
job_spiritual_hellenic_pagan_reformed          ;Augur   ;;;Augur
job_spiritual_female_hellenic_pagan            ;Seeress ;;;Seeress
job_spiritual_female_hellenic_pagan_reformed   ;Seeress ;;;Seeress
temple_baron_hellenic_pagan                    ;Flamen  ;;;Flamen
temple_baron_hellenic_pagan_reformed           ;Flamen  ;;;Flamen
temple_baron_female_hellenic_pagan             ;Vestal  ;;;Vestal
temple_baron_female_hellenic_pagan_reformed    ;Vestal  ;;;Vestal
temple_count_hellenic_pagan                    ;High Augur;;;High Augur
temple_count_hellenic_pagan_reformed           ;High Augur;;;High Augur
temple_count_female_hellenic_pagan             ;High Vestal;;;High Vestal
temple_count_female_hellenic_pagan_reformed    ;High Vestal;;;High Vestal
temple_duke_hellenic_pagan                     ;Pontifex;;;Pontifex
temple_duke_hellenic_pagan_reformed            ;Pontifex;;;Pontifex
temple_duke_female_hellenic_pagan              ;Pontifex;;;Pontifex
temple_duke_female_hellenic_pagan_reformed     ;Pontifex;;;Pontifex
vice_royalty_duke_roman                        ;Governor;;;Governor
vice_royalty_duke_female_roman                 ;Governess;;;Governess
vice_royalty_duchy_of_roman                    ;Province of;;;Province of
vice_royalty_king_roman                        ;Proconsul;;;Proconsul
vice_royalty_king_female_roman                 ;Proconsul;;;Proconsula
vice_royalty_kingdom_of_roman                  ;Proconsulate of;;;Proconsulate of
vice_royalty_emperor_roman                     ;Princeps;;;Princeps
vice_royalty_emperor_female_roman              ;Princess;;;Princess
vice_royalty_empire_of_roman                   ;Principate of;;;Principate of
city_baron_roman                               ;Magister;;;Magister
city_baron_female_roman                        ;Magistra;;;Magistra
city_count_roman                               ;Prefect ;;;Praefect
city_count_female_roman                        ;Prefect ;;;Praefect
city_duke_roman                                ;Tribune ;;;Tribune
city_duke_female_roman                         ;Tribune ;;;Tribune
city_king_roman                                ;Consul  ;;;Consul
city_king_female_roman                         ;Consul  ;;;Consul
city_emperor_roman                             ;Princeps;;;Princeps
city_emperor_female_roman                      ;Princess;;;Princess
city_barony_of_roman                           ;City of ;;;City of
city_county_of_roman                           ;Grand City of;;;Grand City of
city_duchy_of_roman                            ;League of;;;League of
city_kingdom_of_roman                          ;Republic of;;;Republic of
city_empire_of_roman                           ;Grand Republic of;;;Grand Republic of
city_barony_roman                              ;City    ;;;City
city_county_roman                              ;Grand City;;;Grand City
city_duchy_roman                               ;League  ;;;League
city_kingdom_roman                             ;Republic;;;Republic
city_empire_roman                              ;Grand Republic;;;Grand Republic
scepter_african_1_random_a                     ;[Root.GetOnlyDynastyName] Family Totem;;;[Root.GetOnlyDynastyName] Family Totem
scepter_african_1_random_b                     ;Totem of [Root.Capital.GetName];;;Totem of [Root.Capital.GetName]
scepter_african_1_random_c                     ;Great Totem of [Root.GetFirstName];;;Great Totem of [Root.GetFirstName]
scepter_african_1_random_d                     ;War-Totem of [Root.PrimaryTitle.GetName];;;War-Totem of [Root.PrimaryTitle.GetName]
scepter_african_2_random_a                     ;Howling Tusk of [Root.GetFirstName];;;Howling Tusk of [Root.GetFirstName]
scepter_african_2_random_b                     ;Wind of [Root.PrimaryTitle.GetName];;;Wind of [Root.PrimaryTitle.GetName]
scepter_african_2_random_c                     ;Ivory Man of [Root.Capital.GetName];;;Ivory Man of [Root.Capital.GetName]
scepter_african_2_random_d                     ;Screeching Idol of [Root.Capital.GetName];;;Screeching Idol of [Root.Capital.GetName]
scepter_african_3_random_a                     ;Thunderstick of [Root.Capital.GetName];;;Thunderstick of [Root.Capital.GetName]
scepter_african_3_random_b                     ;Rainstick of [Root.Capital.GetName];;;Rainstick of [Root.Capital.GetName]
scepter_african_3_random_c                     ;[Root.GetOnlyDynastyName] Weatherstaff;;;[Root.GetOnlyDynastyName] Weatherstaff
scepter_african_3_random_d                     ;[Root.GetFirstName]'s Windcaller;;;[Root.GetFirstName]'s Windcaller
crown_african_mask_1_random_a                  ;Shining Voice of [Root.GetFirstName];;;Shining Voice of [Root.GetFirstName]
crown_african_mask_1_random_b                  ;White Guardian of [Root.Capital.GetName];;;White Guardian of [Root.Capital.GetName]
crown_african_mask_1_random_c                  ;High Spirit of [Root.PrimaryTitle.GetName];;;High Spirit of [Root.PrimaryTitle.GetName]
crown_african_mask_1_random_d                  ;Great Spirit-Mask of [Root.GetFirstName];;;Great Spirit-Mask of [Root.GetFirstName]
crown_african_mask_2_random_a                  ;Bloodied Jaws of [Root.GetFirstName];;;Bloodied Jaws of [Root.GetFirstName]
crown_african_mask_2_random_b                  ;Dark Fetish of [Root.Capital.GetName];;;Dark Fetish of [Root.Capital.GetName]
crown_african_mask_2_random_c                  ;Terror-Mask of [Root.PrimaryTitle.GetName];;;Terror-Mask of [Root.PrimaryTitle.GetName]
crown_african_mask_2_random_d                  ;Great Spirit-Mask of [Root.GetFirstName];;;Great Spirit-Mask of [Root.GetFirstName]
crown_african_mask_3_random_a                  ;Stone-Face of [Root.Capital.GetName];;;Stone-Face of [Root.Capital.GetName]
crown_african_mask_3_random_b                  ;Glaring Mask of [Root.PrimaryTitle.GetName];;;Glaring Mask of [Root.PrimaryTitle.GetName]
crown_african_mask_3_random_c                  ;Staunch Defender of [Root.Capital.GetName];;;Staunch Defender of [Root.Capital.GetName]
crown_african_mask_3_random_d                  ;Silent Guardian of [Root.Capital.GetName];;;Silent Guardian of [Root.Capital.GetName]
crown_african_mask_4_random_a                  ;Creeping Shadow of [Root.PrimaryTitle.GetName];;;Creeping Shadow of [Root.PrimaryTitle.GetName]
crown_african_mask_4_random_b                  ;Dark Mask of [Root.GetFirstName];;;Dark Mask of [Root.GetFirstName]
crown_african_mask_4_random_c                  ;Flayed Face of [Root.Capital.GetName];;;Flayed Face of [Root.Capital.GetName]
crown_african_mask_4_random_d                  ;Soul-Drinker of [Root.PrimaryTitle.GetName];;;Soul-Drinker of [Root.PrimaryTitle.GetName]
crown_african_mask_5_random_a                  ;Laughing Man of [Root.Capital.GetName];;;Laughing Man of [Root.Capital.GetName]
crown_african_mask_5_random_b                  ;[Root.GetOnlyDynastyName] Quarreling Fetish;;;[Root.GetOnlyDynastyName] Quarreling Fetish
crown_african_mask_5_random_c                  ;Cross-eyed Idol of [Root.GetFirstName];;;Cross-eyed Idol of [Root.GetFirstName]
crown_african_mask_5_random_d                  ;Smoking Eyes of [Root.Capital.GetName];;;Smoking Eyes of [Root.Capital.GetName]
crown_african_mask_6_random_a                  ;Howling Mask of [Root.Capital.GetName];;;Howling Mask of [Root.Capital.GetName]
crown_african_mask_6_random_b                  ;Red Face of [Root.GetFirstName];;;Red Face of [Root.GetFirstName]
crown_african_mask_6_random_c                  ;[Root.GetOnlyDynastyName] Sharp Teeth;;;[Root.GetOnlyDynastyName] Sharp Teeth
crown_african_mask_6_random_d                  ;Wrinkled Man of [Root.PrimaryTitle.GetName];;;Wrinkled Man of [Root.PrimaryTitle.GetName]
crown_african_mask_7_random_a                  ;Hollow Guardian of [Root.Capital.GetName];;;Hollow Guardian of [Root.Capital.GetName]
