#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_bars_adj                            ;        ;Barsian;;
c_barth_adj                           ;        ;Barth;;
c_bartia_adj                          ;Bartian ;Bartian;;
c_basel_adj                           ;        ;Basel;;
c_bashkirs_adj                        ;Belaya  ;Aghidhelian;;Bashkir
c_bashkirs_adj_bohemian               ;        ;Belayan;;
c_bashkirs_adj_bosnian                ;        ;Belayan;;
c_bashkirs_adj_bulgarian              ;        ;Belayan;;
c_bashkirs_adj_carantanian            ;        ;Belayan;;
c_bashkirs_adj_croatian               ;        ;Belayan;;
c_bashkirs_adj_slovieni               ;        ;Belayan;;
c_bashkirs_adj_russian                ;        ;Belayan;;
c_bashkirs_adj_serbian                ;        ;Belayan;;
c_bayeux_adj                          ;        ;Bayeuxan;;
c_beauvais_adj                        ;        ;Beauvais;;
c_bedford_adj                         ;Bedford ;Bedfordish;;Bedforder
c_bedford_adj_danish                  ;        ;Beadanfordr;;
c_bedford_adj_gothic                  ;        ;Beadanfordr;;
c_bedford_adj_icelandic               ;        ;Beadanfordr;;
c_bedford_adj_norse                   ;        ;Beadanfordr;;
c_bedford_adj_norsegaelic             ;        ;Beadanfordr;;
c_bedford_adj_norwegian               ;        ;Beadanfordr;;
c_bedford_adj_saxon                   ;        ;Beadanfordisc;;
c_bedford_adj_swedish                 ;        ;Beadanfordr;;
c_beersheb_adj_andalusian_arabic      ;Nablus  ;Nablusi;;
c_beersheb_adj_bedouin_arabic         ;Nablus  ;Nablusi;;
c_beersheb_adj_egyptian_arabic        ;Nablus  ;Nablusi;;
c_beersheb_adj_greek                  ;Nablus  ;Neapolitan;;
c_beersheb_adj_levantine_arabic       ;Nablus  ;Nablusi;;
c_beersheb_adj_maghreb_arabic         ;Nablus  ;Nablusi;;
c_beersheb_adj_masmuda                ;Nablus  ;Nablusi;;
c_beersheb_adj_sanhaja                ;Nablus  ;Nablusi;;
c_beersheb_adj_sicilian_arabic        ;Nablus  ;Nablusi;;
c_beersheb_adj_tagelmust              ;Nablus  ;Nablusi;;
c_beersheb_adj_tuareg                 ;Nablus  ;Nablusi;;
c_beersheb_adj_zanata                 ;Nablus  ;Nablusi;;
c_begemder_adj                        ;Begemder;Begemderan;;Begemder
c_beirut_adj_greek                    ;Berytus ;Berytan;;
c_beja_adj                            ;        ;Bejense;;
c_bejaija_adj                         ;Béjaïa  ;Bijayí;;Bejaijan
c_bejaija_adj_greek                   ;Saldae  ;Saldaian;;
c_bejaija_adj_roman                   ;Saldae  ;Saldaian;;
c_bekes_adj                           ;        ;Békésian;;
c_bekes_adj_bohemian                  ;        ;Békéšan;;
c_bekes_adj_german                    ;        ;Bekeschian;;
c_bekes_adj_slovieni                  ;        ;Békéšan;;
c_bekes_adj_romanian                  ;        ;Bischishian;;
c_belgard_adj                         ;        ;Belgard;;
c_belgorod_russia_adj                 ;        ;Belgorod;;
c_belgrade_adj                        ;Belgrade;Belgradan;;Belgradian
c_belgrade_adj_central_italian        ;        ;Belgradoese;;
c_belgrade_adj_corsican               ;        ;Belgradoese;;
c_belgrade_adj_crimean_gothic         ;Singidunum;Singidounan;;
c_belgrade_adj_dalmatian              ;        ;Belgradoese;;
c_belgrade_adj_greek                  ;Singidunum;Singidounan;;
c_belgrade_adj_hungarian              ;        ;Belgrádan;;
c_belgrade_adj_italian                ;        ;Belgradoese;;
c_belgrade_adj_ligurian               ;        ;Belgradoese;;
c_belgrade_adj_neapolitan             ;        ;Belgradoese;;
c_belgrade_adj_roman                  ;Singidunum;Singidunuman;;
c_belgrade_adj_sardinian              ;        ;Belgradoese;;
c_belgrade_adj_sicilian               ;        ;Belgradoese;;
c_belgrade_adj_southern_italian       ;        ;Belgradoese;;
c_belgrade_adj_tuscan                 ;        ;Belgradoese;;
c_belgrade_adj_venetian               ;        ;Belgradoese;;
c_beloozero_adj                       ;Belozersk;Beloozero;;Belo Ozerian
c_belz_adj                            ;Belz    ;Belz;;Belzian
c_benevento_adj                       ;Buonalbergo;Buonalbergo;;Benevenetian
c_benghazi_adj                        ;Barca   ;Barqí;;Benghazian
c_benghazi_adj_greek                  ;Cyrenian;Kyrenian;;
c_beni_yanni_adj                      ;Jijel   ;Jijílí;;Beni Yannian
c_beni_yanni_adj_greek                ;Igilgili;Igilgilan;;
c_beni_yanni_adj_roman                ;Igilgili;Igilgilan;;
c_bentheim_adj                        ;        ;Bentheim;;
c_bereg_adj                           ;Somogy  ;Somogyian;;Beregian
c_beresty_adj                         ;Brest   ;Berestye;;Berestian
c_berg_adj                            ;Berg    ;Berg;;Berger
c_bergamo_adj                         ;        ;Bergamo;;
c_bergenshus_adj                      ;Hordaland;Horðr;;Bergenian
c_berks_adj                           ;        ;Berkshireish;;
c_besancon_adj                        ;Besançon;Besançon;;Besanconian
c_bezhetsky_verh_adj                  ;Ladoga  ;Ladoga;;Ladogan
c_beziers_adj                         ;        ;Besièrs;;
c_bigorre_adj                         ;        ;Bigorre;;
c_bihar_adj                           ;Bihar   ;Biharian;;Biharian
c_bihar_adj_bohemian                  ;        ;Bihárian;;
c_bihar_adj_slovieni                  ;        ;Bihárian;;
c_bihar_adj_romanian                  ;        ;Bihorian;;
c_bilbays_adj                         ;        ;Bilbaysí;;
c_bilbays_adj_greek                   ;        ;Bilbeisi;;
c_bilma_adj                           ;Bilma   ;Bilmí;;Bilman
c_bilyar_adj                          ;Bilär   ;Bilärian;;Bilyarian
c_bilyar_adj_avar                     ;        ;Bülerian;;
c_bilyar_adj_bohemian                 ;        ;Bilirian;;
c_bilyar_adj_bolghar                  ;        ;Bülerian;;
c_bilyar_adj_bosnian                  ;        ;Bilirian;;
c_bilyar_adj_bulgarian                ;        ;Bilirian;;
c_bilyar_adj_carantanian              ;        ;Bilirian;;
c_bilyar_adj_croatian                 ;        ;Bilirian;;
c_bilyar_adj_khazar                   ;        ;Bülerian;;
c_bilyar_adj_slovieni                 ;        ;Bilirian;;
c_bilyar_adj_russian                  ;        ;Bilir;;
c_bilyar_adj_serbian                  ;        ;Bilirian;;
c_binduku_adj                         ;        ;Bindukí;;
c_bira_adj                            ;Nusaybin;Nasíbínan;;Biranian
c_bira_adj_armenian                   ;        ;Mtsbinan;;
c_bira_adj_greek                      ;        ;Nisibinan;;
c_bira_adj_oghuz                      ;        ;Nusaybinan;;
c_bira_adj_turkish                    ;        ;Nusaybinan;;
c_bira_adj_turkmen                    ;        ;Nusaybinan;;
c_birumgrein_adj                      ;        ;Birumgreiní;;
c_biserno_adj                         ;Volterran;Volterra;;
c_biskra_adj                          ;Biskra  ;Biskrí;;Biskran
c_biskra_adj_greek                    ;        ;Vesceran;;
c_biskra_adj_roman                    ;        ;Vesceran;;
c_bizerte_adj                         ;Bizerte ;Banzartí;;Bizertenian
c_bizerte_adj_greek                   ;        ;Hippo Diarrhytan;;
c_bizerte_adj_roman                   ;        ;Hippo Diarrhytan;;
c_bjarmia_adj                         ;Pinega  ;Pinegan;;Bjarmian
c_blamont_adj                         ;        ;Blâmont;;
c_blankenburg_adj                     ;        ;Blankenburg;;
c_blekinge_adj                        ;Blekinge;Blekynghr;;Blekinger
c_bod_adj                             ;        ;Bodeach;;
c_boleslav_adj                        ;Kladsko ;Kladsko;;
c_bologna_adj                         ;Romagna ;Romagna;;Bolognian
c_borgovalle_adj                      ;        ;Borgovalle;;
c_bornholm_adj                        ;Bornholm;Burghændæholmr;;Bornholmian
c_bornu_adj                           ;Borno   ;Bornu;;Bornian
c_bosco_adj                           ;        ;Bosco;;
c_bourbon_adj                         ;Bourbon ;Bourbon;;Bourbouner
c_bourges_adj                         ;Bourges ;Bourges;;Bourgesian
c_brabant_adj                         ;Leuven  ;Leuven;;Brabantian
c_brac_adj                            ;        ;Bracan;;
c_braga_adj                           ;Bracarense;Bracarense;;
c_brandenburg_adj                     ;Mittelmark;Mittelmark;;Brandenburger
c_branicevo_adj                       ;        ;Branicevan;;
c_branicevo_adj_alan                  ;Viminacium;Viminacionian;;
c_branicevo_adj_arberian              ;Viminacium;Viminacionian;;
c_branicevo_adj_armenian              ;Viminacium;Viminacionian;;
c_branicevo_adj_georgian              ;Viminacium;Viminacionian;;
c_branicevo_adj_greek                 ;        ;Viminacionian;;
c_branicevo_adj_oghuz                 ;        ;Alaga Hisaran;;
c_branicevo_adj_turkish               ;        ;Alaga Hisaran;;
c_branicevo_adj_turkmen               ;        ;Alaga Hisaran;;
c_braslaw_adj                         ;        ;Braslaw;;
c_braunschweig_adj                    ;Brunswickian;Braunschweig;;Braunschweigian
c_breda_adj                           ;Antwerp ;Antwerpen;;Bredian
c_brega_adj                           ;        ;Brega;;
c_brehna_adj                          ;        ;Brehna;;
c_breifne_adj                         ;Leitrim ;Leitrimian;;Breifnian
c_breisgau_adj                        ;Breisgau;Breisgau;;Breisgauer
c_bremen_adj                          ;Bremian ;Bremen;;Hadelner
c_brescia_adj                         ;Brescian;Brescia;;Brescian
c_bresse_adj                          ;        ;Bresse;;
c_bribir_adj                          ;        ;Bribiran;;
c_brie_adj                            ;Brie    ;Brie;;Briard
c_brno_adj                            ;Brno    ;Brno;;Brünnian
c_brussel_adj                         ;        ;Brüssel;;
c_bryansk_adj                         ;Vshchizh;Vshchizh;;Bryanskian
c_brycheiniog_adj                     ;Brecknock;Brycheiniogeg;;Brycheiner
c_buchan_adj                          ;Banff   ;Banffeach;;Buchanian
c_bucks_adj                           ;        ;Buckinghamish;;
c_buellt_adj                          ;        ;Buellteg;;
c_buhairya_adj                        ;Al-Hawf al-Gharbi;Hawfí;;Buhairyan
c_buhairya_adj_greek                  ;Hermopolitan;Hermopolitan;;
c_bulgar_adj                          ;Bolghar ;Bolgar;;Bulgarian
c_bulgar_adj_bohemian                 ;        ;Bulgar;;
c_bulgar_adj_bosnian                  ;        ;Bulgar;;
c_bulgar_adj_bulgarian                ;        ;Bulgar;;
c_bulgar_adj_carantanian              ;        ;Bulgar;;
c_bulgar_adj_croatian                 ;        ;Bulgar;;
c_bulgar_adj_slovieni                 ;        ;Bulgar;;
c_bulgar_adj_russian                  ;        ;Bulgar;;
c_bulgar_adj_serbian                  ;        ;Bulgar;;
c_bur_adj                             ;        ;Bur;;
c_bure_adj                            ;Bure    ;Burí;;Burenese
c_burtasy_adj                         ;Barysh  ;Baryshian;;Burtasyan
c_burtasy_adj_avar                    ;        ;Barishian;;
c_burtasy_adj_bashkir                 ;        ;Barishian;;
c_burtasy_adj_bolghar                 ;        ;Barishian;;
c_burtasy_adj_cuman                   ;        ;Barishian;;
c_burtasy_adj_karluk                  ;        ;Barishian;;
c_burtasy_adj_khazar                  ;        ;Barishian;;
c_burtasy_adj_khitan                  ;        ;Barishian;;
c_burtasy_adj_kirghiz                 ;        ;Barishian;;
c_burtasy_adj_lettigallish            ;        ;Baryshasian;;
c_burtasy_adj_lithuanian              ;        ;Baryshasian;;
c_burtasy_adj_mongol                  ;        ;Barishian;;
c_burtasy_adj_oghuz                   ;        ;Barishian;;
c_burtasy_adj_pecheneg                ;        ;Barishian;;
c_burtasy_adj_prussian                ;        ;Baryshasian;;
c_burtasy_adj_turkish                 ;        ;Barishian;;
c_burtasy_adj_turkmen                 ;        ;Barishian;;
c_burtasy_adj_uyghur                  ;        ;Barishian;;
c_burzenland_adj                      ;        ;Barcaságish;;
c_burzenland_adj_german               ;        ;Burzenlandish;;
c_burzenland_adj_romanian             ;        ;Tara Bârseian;;
c_butana_adj                          ;        ;Butanan;;
c_butanya_adj                         ;        ;Butanyí;;
c_buzau_adj                           ;        ;Buzauan;;
c_byzantion_adj_andalusian_arabic     ;        ;Qustantiniyan;;
c_byzantion_adj_anglonorse            ;        ;Miklagarðrian;;
c_byzantion_adj_bedouin_arabic        ;        ;Qustantiniyan;;
c_byzantion_adj_bohemian              ;Tsargrad;Carzihradan;;
c_byzantion_adj_bosnian               ;Tsargrad;Tsargradian;;
c_byzantion_adj_bulgarian             ;Tsargrad;Tsargradian;;
c_byzantion_adj_carantanian           ;Tsargrad;Tsargradian;;
c_byzantion_adj_croatian              ;Tsargrad;Tsargradian;;
c_byzantion_adj_danish                ;        ;Miklagarðrian;;
c_byzantion_adj_egyptian_arabic       ;        ;Qustantiniyan;;
c_byzantion_adj_gothic                ;        ;Miklagarðrian;;
c_byzantion_adj_icelandic             ;        ;Miklagarðrian;;
c_byzantion_adj_kurdish               ;        ;Qustantiniyan;;
c_byzantion_adj_levantine_arabic      ;        ;Qustantiniyan;;
c_byzantion_adj_maghreb_arabic        ;        ;Qustantiniyan;;
c_byzantion_adj_slovieni              ;Tsargrad;Carzihradan;;
c_byzantion_adj_norse                 ;        ;Miklagarðrian;;
c_byzantion_adj_norsegaelic           ;        ;Miklagarðrian;;
c_byzantion_adj_norwegian             ;        ;Miklagarðrian;;
c_byzantion_adj_oghuz                 ;        ;Kostantiniyyan;;
c_byzantion_adj_polish                ;Tsargrad;Tsargradian;;
c_byzantion_adj_pommeranian           ;Tsargrad;Tsargradian;;
c_byzantion_adj_russian               ;Tsargrad;Tsargrad;;
c_byzantion_adj_saxon                 ;        ;Miklagarðrian;;
c_byzantion_adj_serbian               ;Tsargrad;Tsargradian;;
c_byzantion_adj_swedish               ;        ;Miklagarðrian;;
c_byzantion_adj_turkish               ;        ;Kostantiniyyan;;
c_byzantion_adj_turkmen               ;        ;Kostantiniyyan;;
c_bznunik_adj                         ;        ;Khlatian;;
c_bznunik_adj_andalusian_arabic       ;        ;Akhlátan;;
c_bznunik_adj_bedouin_arabic          ;        ;Akhlátan;;
c_bznunik_adj_egyptian_arabic         ;        ;Akhlátan;;
c_bznunik_adj_greek                   ;        ;Chalatan;;
c_bznunik_adj_kurdish                 ;        ;Xelatan;;
c_bznunik_adj_levantine_arabic        ;        ;Akhlátan;;
c_bznunik_adj_maghreb_arabic          ;        ;Akhlátan;;
c_bznunik_adj_oghuz                   ;        ;Ahlatan;;
c_bznunik_adj_sicilian_arabic         ;        ;Akhlátan;;
c_bznunik_adj_turkish                 ;        ;Ahlatan;;
c_bznunik_adj_turkmen                 ;        ;Ahlatan;;
c_caesarea_adj                        ;Caesarean;Caesarean;;
c_caesarea_adj_greek                  ;        ;Kaisáreian;;
c_cagliari_adj                        ;Cagliaritan;Cagliari;;Cagliarian
c_cairo_adj                           ;Cairene ;Qáhirí;;Cairene
c_cairo_adj_greek                     ;Fustat  ;Phystatian;;
c_caithness_adj                       ;Caithness;Cataibheach;;Caithnessian
c_calw_adj                            ;        ;Calw;;
